time
1.61e-05
0.0002035
0.0001678
0.0001659
0.0001666
0.0001651
0.000168
0.0001676
0.0001724
0.0001692
0.0002037
0.0002959
0.000331
0.000242
0.000282
0.0002687
0.0013882
0.0002768
0.000258
0.0002566
0.0004487
0.0003769
0.0003874
0.000371
0.0004233
0.0003631
0.0021966
0.000685
0.0003585
0.0003616
0.000359
0.0009387
0.0010139
0.0009686
0.000931
0.0010091
0.0009242
0.0022625
0.0010205
0.0009287
0.0009235
0.0013735
0.0032324
0.0014955
0.001474
0.0013735
0.0013785
0.0014024
0.0014471
0.0013578
0.0013743
0.0042074
0.0021778
0.0021572
0.0034717
0.0023528
0.002127
0.0024593
0.0022413
0.0021721
0.002232
0.0038173
0.00365
0.0048553
0.0036633
0.0036518
0.0038181
0.0037031
0.0043541
0.0037978
0.004042
0.0053412
0.0055656
0.0053561
0.0073792
0.0080918
0.0064829
0.0054157
0.0083003
0.0079572
0.0056699
0.0089584
0.0110498
0.0102504
0.0097729
0.0094362
0.0090405
0.0091485
0.008692
0.0089671
0.0098583
0.0251756
0.02574
0.0248465
0.0234307
0.0249746
0.0335031
0.0262012
0.0238225
0.0228066
0.0253761
0.0407522
0.0370008
0.0359758
0.0360666
0.0364409
0.0351315
0.0354409
0.0370384
0.0363617
0.0380658
0.217131
0.226161
0.217251
0.216652
0.214072
0.214498
0.216792
0.215165
0.216358
0.215117
